mnum,name,sido,sigg,dyear,dnum,lat,lng
15000004713020080089UMI1000000002,상수원보호구역,경상북도,경주시,2008,0089,36.0185059,129.2643281
50500004713020080111UMI1000000001,상수원보호구역,경상북도,경주시,2008,0111,36.0280008,129.2458995
15000004783020080001UMI1000001001,상수원보호구역,경상북도,고령군,2008,0001,35.8445201,128.4440615
15000004783000000000UMI1000000001,상수원보호구역,경상북도,고령군,0000,0000,35.7339412,128.2800843
50800004719020120085UMI1000138005,상수원보호구역,경상북도,구미시,2012,0085,36.182647,128.3770585
15000004715000000000UMI1000000003,상수원보호구역,경상북도,김천시,0000,0000,36.1057993,128.1254451
50600004715020121042UMI1000001002,상수원보호구역,경상북도,김천시,2012,1042,35.9717274,128.0207283
15000004728000000000UMI1000000001,상수원보호구역,경상북도,문경시,0000,0000,36.7618483,128.1566472
15000004728000000000UMI1000000003,상수원보호구역,경상북도,문경시,0000,0000,36.6268521,128.0483288
15000004728000000000UMI1000000004,상수원보호구역,경상북도,문경시,0000,0000,36.5779315,128.2886023
15000004792000000000UMI1000000009,상수원보호구역,경상북도,봉화군,0000,0000,36.8052397,128.9627292
52400004792020140041UMI1000000000,상수원보호구역,경상북도,봉화군,2014,0041,36.9943257,128.7233513
15000004792000000000UMI1000000007,상수원보호구역,경상북도,봉화군,0000,0000,36.9000531,128.7349057
15000004792000000000UMI1000000005,상수원보호구역,경상북도,봉화군,0000,0000,36.9607897,128.9099306
15000004792000000000UMI1000000004,상수원보호구역,경상북도,봉화군,0000,0000,36.9631266,128.9824394
15000004792000000000UMI1000000003,상수원보호구역,경상북도,봉화군,0000,0000,37.0514967,129.0881918
15000004792000000000UMI1000000002,상수원보호구역,경상북도,봉화군,0000,0000,37.0521916,129.0883436
15000004792000000000UMI1000000001,상수원보호구역,경상북도,봉화군,0000,0000,37.0502949,129.0839708
15000004792000000000UMI1000000006,상수원보호구역,경상북도,봉화군,0000,0000,36.9008337,128.7321576
14800004792020120227UMI9990002005,상수원보호기타,경상북도,봉화군,2012,0227,36.7758428,128.8916988
14800004792020120227UMI9990002004,상수원보호기타,경상북도,봉화군,2012,0227,36.7984053,128.9363658
14800004792020120227UMI9990002003,상수원보호기타,경상북도,봉화군,2012,0227,36.7994352,129.0105502
14800004792020120227UMI9990001005,상수원보호기타,경상북도,봉화군,2012,0227,36.7948281,128.9735453
14800004792020120227UMI9990001008,상수원보호기타,경상북도,봉화군,2012,0227,37.050988,129.1061002
14800004792020120227UMI9990001003,상수원보호기타,경상북도,봉화군,2012,0227,36.976675,128.9074585
14800004792020120227UMI9990001002,상수원보호기타,경상북도,봉화군,2012,0227,36.9740803,128.9708774
14800004792020120227UMI9990001001,상수원보호기타,경상북도,봉화군,2012,0227,37.0163645,128.7320737
14800004792020120227UMI9990001007,상수원보호기타,경상북도,봉화군,2012,0227,36.9298388,128.7333434
14800004792020120227UMI9990002006,상수원보호기타,경상북도,봉화군,2012,0227,36.9985212,128.8876431
14800004792020120227UMI9990002002,상수원보호기타,경상북도,봉화군,2012,0227,36.960117,128.742409
14800004792020120227UMI9990002001,상수원보호기타,경상북도,봉화군,2012,0227,37.0542776,129.141243
14800004792020120227UMI9990001006,상수원보호기타,경상북도,봉화군,2012,0227,36.8125284,128.9610818
14800004792020120227UMI9990001004,상수원보호기타,경상북도,봉화군,2012,0227,36.9568718,128.9919596
15000004725000000000UMI1000000004,상수원보호구역,경상북도,상주시,0000,0000,36.4134132,128.1267331
15000004725000000000UMI1000000006,상수원보호구역,경상북도,상주시,0000,0000,36.2927802,127.9836266
15000004725000000000UMI1000000001,상수원보호구역,경상북도,상주시,0000,0000,36.5500632,128.1633185
51100004725019840001UMI1000001001,상수원보호구역,경상북도,상주시,1984,0001,36.515297,128.2659324
15000004717020090008UMI1000001001,상수원보호구역,경상북도,안동시,2009,0008,36.5440707,128.7792704
14800004717020120227UMI9990001009,상수원보호기타,경상북도,안동시,2012,0227,36.4345598,128.9133691
14800004717020120227UMI9990001007,상수원보호기타,경상북도,안동시,2012,0227,36.471719,128.6625399
14800004717020120227UMI9990001006,상수원보호기타,경상북도,안동시,2012,0227,36.4732224,128.664508
15000004777000000001UMI1000001002,상수원보호구역,경상북도,영덕군,0000,0001,36.5030226,129.428455
15000004777000000001UMI1000001003,상수원보호구역,경상북도,영덕군,0000,0001,36.4302671,129.3580695
15000004777000000001UMI1000001001,상수원보호구역,경상북도,영덕군,0000,0001,36.5457985,129.3733999
51700004776020120028UMI1000000002,상수원보호구역,경상북도,영양군,2012,0028,36.7016964,129.0535603
51700004776020120028UMI1000000001,상수원보호구역,경상북도,영양군,2012,0028,36.7579655,129.2328056
15000004776020090001UMI1000001001,상수원보호구역,경상북도,영양군,2009,0001,36.6118795,129.0878531
64700004776020080003UMI1000001001,상수원보호구역,경상북도,영양군,2008,0003,36.7262851,129.1514502
64700004776020080002UMI1000001001,상수원보호구역,경상북도,영양군,2008,0002,36.6610848,129.1429078
64700004776020080004UMI1000001001,상수원보호구역,경상북도,영양군,2008,0004,36.7679153,129.209929
64700004776020080001UMI1000001001,상수원보호구역,경상북도,영양군,2008,0001,36.5528568,129.1327934
14800004776020120227UMI9990002002,상수원보호기타,경상북도,영양군,2012,0227,36.7359957,129.0225329
14800004776020120227UMI9990002001,상수원보호기타,경상북도,영양군,2012,0227,36.7033325,129.1783566
14800004776020120227UMI9990001006,상수원보호기타,경상북도,영양군,2012,0227,36.5512578,129.0756936
14800004776020120227UMI9990001005,상수원보호기타,경상북도,영양군,2012,0227,36.5361945,129.1556653
14800004776020120227UMI9990001004,상수원보호기타,경상북도,영양군,2012,0227,36.6284878,129.095338
14800004776020120227UMI9990001003,상수원보호기타,경상북도,영양군,2012,0227,36.6594841,129.1596135
14800004776020120227UMI9990001002,상수원보호기타,경상북도,영양군,2012,0227,36.704587,129.0316703
14800004776020120227UMI9990001001,상수원보호기타,경상북도,영양군,2012,0227,36.735023,129.1545973
14800004776020120227UMI9990001007,상수원보호기타,경상북도,영양군,2012,0227,36.7604118,129.2302247
14800004776020120227UMI9990002006,상수원보호기타,경상북도,영양군,2012,0227,36.522232,129.1831567
14800004776020120227UMI9990002005,상수원보호기타,경상북도,영양군,2012,0227,36.568637,129.0965468
14800004776020120227UMI9990002004,상수원보호기타,경상북도,영양군,2012,0227,36.6530155,129.1078869
14800004776020120227UMI9990002003,상수원보호기타,경상북도,영양군,2012,0227,36.6977871,129.1261509
15000004721000000000UMI1000000002,상수원보호구역,경상북도,영주시,0000,0000,36.933761,128.5426075
50900004721020090524UMI1000001001,상수원보호구역,경상북도,영주시,2009,0524,36.8453177,128.5668223
50900004721020181129UMI1000001001,상수원보호구역,경상북도,영주시,2018,1129,36.9966446,128.6308747
15000004721000000000UMI1000000003,상수원보호구역,경상북도,영주시,0000,0000,36.873055,128.5143115
64700004723020080001UMI1000001001,상수원보호구역,경상북도,영천시,2008,0001,36.0823297,129.0399076
64700004723000000000UMI1000000003,상수원보호구역,경상북도,영천시,0000,0000,36.0339082,128.7471093
51200004790019950206UMI1000001001,상수원보호구역,경상북도,예천군,1995,0206,36.5814679,128.3006258
15000004790020080001UMI1000001001,상수원보호구역,경상북도,예천군,2008,0001,36.5049192,128.2684976
15000004790000000000UMI1000000004,상수원보호구역,경상북도,예천군,0000,0000,36.6097953,128.273788
15000004790000000000UMI1000000003,상수원보호구역,경상북도,예천군,0000,0000,36.6676351,128.4599547
15000004790000000000UMI1000000008,상수원보호구역,경상북도,예천군,0000,0000,36.5082031,128.2924514
52600004794020240038UMI1000002000,상수원보호구역,경상북도,울릉군,2024,0038,37.5069892,130.8428431
52600004794020240038UMI1000001000,상수원보호구역,경상북도,울릉군,2024,0038,37.5039174,130.8779173
52600004794020120001UMI1000001000,상수원보호구역,경상북도,울릉군,2012,0001,37.5255346,130.8591059
52600004794020080001UMI1000000003,상수원보호구역,경상북도,울릉군,2008,0001,37.4909703,130.8719546
52600004794020080001UMI1000000002,상수원보호구역,경상북도,울릉군,2008,0001,37.4912566,130.8519416
52600004794020080001UMI1000000005,상수원보호구역,경상북도,울릉군,2008,0001,37.5180311,130.8914901
15000004793000000000UMI1000000003,상수원보호구역,경상북도,울진군,0000,0000,36.7124283,129.3461426
15000004793000000000UMI1000000002,상수원보호구역,경상북도,울진군,0000,0000,36.7228668,129.4282749
15000004793000000000UMI1000000001,상수원보호구역,경상북도,울진군,0000,0000,37.0045604,129.3868214
51500004773000000000UMI1000000005,상수원보호구역,경상북도,의성군,0000,0000,36.4342748,128.7136892
51500004773000000000UMI1000000006,상수원보호구역,경상북도,의성군,0000,0000,36.4204553,128.7846574
51500004773000000000UMI1000000004,상수원보호구역,경상북도,의성군,0000,0000,36.3392158,128.6968047
51500004773000000000UMI1000000002,상수원보호구역,경상북도,의성군,0000,0000,36.2908497,128.6094119
51500004773000000000UMI1000000003,상수원보호구역,경상북도,의성군,0000,0000,36.2417861,128.6928636
51500004773000000000UMI1000000001,상수원보호구역,경상북도,의성군,0000,0000,36.3626769,128.4613088
15000004782000000000UMI1000000005,상수원보호구역,경상북도,청도군,0000,0000,35.7181867,128.9558068
15000004782000000000UMI1000000006,상수원보호구역,경상북도,청도군,0000,0000,35.7143801,128.9747274
15000004782000000000UMI1000000008,상수원보호구역,경상북도,청도군,0000,0000,35.689855,128.9653501
15000004782000000000UMI1000000001,상수원보호구역,경상북도,청도군,0000,0000,35.7796864,128.9686283
15000004782000000000UMI1000000007,상수원보호구역,경상북도,청도군,0000,0000,35.722909,128.9347868
15000004782000000000UMI1000000003,상수원보호구역,경상북도,청도군,0000,0000,35.7425515,128.9502385
15000004782000000000UMI1000000002,상수원보호구역,경상북도,청도군,0000,0000,35.7579181,128.9574191
15000004782000000002UMI1000001001,상수원보호구역,경상북도,청도군,0000,0002,35.7696377,128.9697177
15000004782000000000UMI1000000004,상수원보호구역,경상북도,청도군,0000,0000,35.7358703,128.9236069
15000004782020120001UMI1000001001,상수원보호구역,경상북도,청도군,2012,0001,35.6477493,128.613972
15000004782020120002UMI1000001001,상수원보호구역,경상북도,청도군,2012,0002,35.6515085,128.6087258
15000004775020090005UMI1000001001,상수원보호구역,경상북도,청송군,2009,0005,36.4148076,129.0623868
15000004775020090004UMI1000001001,상수원보호구역,경상북도,청송군,2009,0004,36.5486087,129.0535948
15000004775020090003UMI1000001001,상수원보호구역,경상북도,청송군,2009,0003,36.2971375,128.964508
15000004775020090002UMI1000001001,상수원보호구역,경상북도,청송군,2009,0002,36.3591754,129.1678987
15000004775020090001UMI1000001001,상수원보호구역,경상북도,청송군,2009,0001,36.3256383,129.0785495
15000004711000000000UMI1000000001,상수원보호구역,경상북도,포항시,0000,0000,35.9995738,129.5287019
15000004711100000000UMI1000000004,상수원보호구역,경상북도,포항시 남구,0000,0000,35.9979458,129.3102592
15000004711100000000UMI1000000007,상수원보호구역,경상북도,포항시 남구,0000,0000,35.8822244,129.3996386
15000004711100000000UMI1000000006,상수원보호구역,경상북도,포항시 남구,0000,0000,35.9099775,129.3670884
15000004711100000000UMI1000000002,상수원보호구역,경상북도,포항시 남구,0000,0000,36.007067,129.5202068
15000004711300000000UMI1000000001,상수원보호구역,경상북도,포항시 북구,0000,0000,36.1193539,129.335568
15000002911000000000UMI1000000001,상수원보호구역,광주광역시,동구,0000,0000,35.1113835,126.9816366
14800002911020110175UMI9990001000,상수원보호기타,광주광역시,동구,2011,0175,35.1200463,127.0001382
14800002911020110175UMI9990002000,상수원보호기타,광주광역시,동구,2011,0175,35.1142693,126.9988002
14800002917020110175UMI9990001001,상수원보호기타,광주광역시,북구,2011,0175,35.1642297,126.9742725
14800002917020110175UMI9990001002,상수원보호기타,광주광역시,북구,2011,0175,35.1266421,127.0105225
51400002772020080042UMI1000000004,상수원보호구역,대구광역시,군위군,2008,0042,36.1447985,128.5955457
51400002772020080042UMI1000000001,상수원보호구역,대구광역시,군위군,2008,0042,36.1831069,128.603708
51400002772020080042UMI1000000003,상수원보호구역,대구광역시,군위군,2008,0042,36.169386,128.7357951
51400002772020080042UMI1000000002,상수원보호구역,대구광역시,군위군,2008,0042,36.1778272,128.7217792
51400002772020080042UMI1000000005,상수원보호구역,대구광역시,군위군,2008,0042,36.1510145,128.5863347
34800002771020040001UMI1000001001,상수원보호구역,대구광역시,달성군,2004,0001,35.7613313,128.5763529
62700002771000000001UMI1000001001,상수원보호구역,대구광역시,달성군,0000,0001,35.8465749,128.4523475
62700002714020140712UMI1000001000,상수원보호구역,대구광역시,동구,2014,0712,35.8611941,128.7443032
62700002714020160846UMI1000001000,상수원보호구역,대구광역시,동구,2016,0846,35.947078,128.661865
15000002714000000000UMI1000000001,상수원보호구역,대구광역시,동구,0000,0000,35.9634966,128.6586341
14800002714020120227UMI9990003000,상수원보호기타,대구광역시,동구,2012,0227,35.9562879,128.6636228
14800003023020070001UMI1000001001,상수원보호구역,대전광역시,대덕구,2007,0001,36.4413038,127.4727901
15000003011000000000UMI1000000001,상수원보호구역,대전광역시,동구,0000,0000,36.3765393,127.4940213
62600002641020140282UMI1000006030,상수원보호구역,부산광역시,금정구,2014,0282,35.2712567,129.1113145
34000002671020250035UMI1000001001,상수원보호구역,부산광역시,기장군,2025,0035,35.2997524,129.1498874
15000001174000000000UMI1000002002,상수원보호구역,서울특별시,강동구,0000,0000,37.56034,127.1328769
15000001121500000000UMI1000001001,상수원보호구역,서울특별시,광진구,0000,0000,37.5398211,127.1028439
15000001171000000000UMI1000002002,상수원보호구역,서울특별시,송파구,0000,0000,37.5314904,127.1029017
63100003171020070003UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0003,35.6593952,129.1804264
63100003171020070009UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0009,35.5848967,129.1908047
63100003171020070001UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0001,35.6594724,129.1907408
63100003171020070005UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0005,35.6472145,129.1688561
63100003171020070007UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0007,35.6000483,129.1840361
63100003171020070004UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0004,35.6529252,129.1740745
63100003171020070002UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0002,35.645374,129.1800762
63100003171020070006UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0006,35.6391514,129.1666089
63100003171020070008UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0008,35.5835172,129.1751706
63100003171020070010UMI1000001001,상수원보호구역,울산광역시,울주군,2007,0010,35.6242918,129.1755343
63100003171020090335UMI1000001001,상수원보호구역,울산광역시,울주군,2009,0335,35.4730578,129.2544048
14800002871020120227UMI9991211024,상수원보호기타,인천광역시,강화군,2012,0227,37.6328135,126.4944198
14800002871020120227UMI9991211023,상수원보호기타,인천광역시,강화군,2012,0227,37.7521534,126.4711706
15000004681000000000UMI1000000004,상수원보호구역,전라남도,강진군,0000,0000,34.6400199,126.8392847
15000004681000000000UMI1000000001,상수원보호구역,전라남도,강진군,0000,0000,34.7544055,126.8046675
15000004681000000000UMI1000000002,상수원보호구역,전라남도,강진군,0000,0000,34.718726,126.8400205
15000004681000000000UMI1000000003,상수원보호구역,전라남도,강진군,0000,0000,34.6998292,126.7248933
15000004681000000000UMI1000000005,상수원보호구역,전라남도,강진군,0000,0000,34.4618005,126.8191125
15000004677020080982UMI1000000007,상수원보호구역,전라남도,고흥군,2008,0982,34.4423174,127.5104265
15000004677020080982UMI1000000012,상수원보호구역,전라남도,고흥군,2008,0982,34.5225583,127.3083537
15000004677020080982UMI1000000001,상수원보호구역,전라남도,고흥군,2008,0982,34.457041,127.4614655
15000004677020080982UMI1000000009,상수원보호구역,전라남도,고흥군,2008,0982,34.5446953,127.2998288
15000004677020080982UMI1000000011,상수원보호구역,전라남도,고흥군,2008,0982,34.527334,127.2735426
15000004677020080982UMI1000000003,상수원보호구역,전라남도,고흥군,2008,0982,34.5858171,127.3018357
15000004677020080982UMI1000000005,상수원보호구역,전라남도,고흥군,2008,0982,34.4496365,127.1874661
15000004677020080982UMI1000000002,상수원보호구역,전라남도,고흥군,2008,0982,34.5925517,127.2945149
15000004677020080982UMI1000000008,상수원보호구역,전라남도,고흥군,2008,0982,34.61145,127.4251058
14800004672020110175UMI1000004001,상수원보호구역,전라남도,곡성군,2011,0175,35.145799,127.2025457
48600004672020080038UMI1000001002,상수원보호구역,전라남도,곡성군,2008,0038,35.1379144,127.2048602
14800004672020110175UMI9990006001,상수원보호기타,전라남도,곡성군,2011,0175,35.1369164,127.2142246
14800004672020110175UMI9990005001,상수원보호기타,전라남도,곡성군,2011,0175,35.1450387,127.2112136
14800004673020130006UM11000001001,공장설립제한지역,전라남도,구례군,2013,0006,35.3364543,127.4900126
14800004673020130005UM11000001001,공장설립제한지역,전라남도,구례군,2013,0005,35.3382626,127.4834361
14800004673020130004UM11000001001,공장설립제한지역,전라남도,구례군,2013,0004,35.3401436,127.4827541
14800004673020130003UM11000001001,공장설립제한지역,전라남도,구례군,2013,0003,35.3489993,127.4980491
14800004673020130002UM11000001001,공장설립제한지역,전라남도,구례군,2013,0002,35.1951705,127.4738732
14800004673020130001UMI1000001001,상수원보호구역,전라남도,구례군,2013,0001,35.1917863,127.4686675
14800004673019970001UMI1000001001,상수원보호구역,전라남도,구례군,1997,0001,35.341506,127.4887493
15000004671000000000UMI1000000003,상수원보호구역,전라남도,담양군,0000,0000,35.3687959,126.9095811
14800004684020110175UMI9990001001,상수원보호기타,전라남도,무안군,2011,0175,34.9302433,126.5002282
64600004678019920001UMI1000001001,상수원보호구역,전라남도,보성군,1992,0001,34.9185336,127.1641952
15000004678000000000UMI1000000002,상수원보호구역,전라남도,보성군,0000,0000,34.7944975,127.0749277
15000004678000000000UMI1000000003,상수원보호구역,전라남도,보성군,0000,0000,34.7610302,127.176256
64600004678019920001UMI1000005001,상수원보호구역,전라남도,보성군,1992,0001,34.8766051,127.2318324
64600004678019920001UMI1000004001,상수원보호구역,전라남도,보성군,1992,0001,34.9162185,127.0972172
64600004678019920001UMI1000003001,상수원보호구역,전라남도,보성군,1992,0001,34.9184261,127.0960546
64600004678019920001UMI1000002001,상수원보호구역,전라남도,보성군,1992,0001,34.9204747,127.1003385
64600004615020130033UMI1000009033,상수원보호구역,전라남도,순천시,2013,0033,35.0614981,127.2271169
64600004615020130044UMI1000009032,상수원보호구역,전라남도,순천시,2013,0044,35.0231501,127.2402967
64600004615020130034UMI1000009031,상수원보호구역,전라남도,순천시,2013,0034,35.0357625,127.2608904
64600004615020130045UMI1000009029,상수원보호구역,전라남도,순천시,2013,0045,34.9617542,127.4155174
64600004615020130033UMI1000009028,상수원보호구역,전라남도,순천시,2013,0033,34.9665092,127.4088796
64600004615020130036UMI1000009030,상수원보호구역,전라남도,순천시,2013,0036,34.9412956,127.4347106
64600004615020130011UMI1000009026,상수원보호구역,전라남도,순천시,2013,0011,34.9653909,127.4104389
48200004615020080012UMI1000001002,상수원보호구역,전라남도,순천시,2008,0012,34.9183392,127.4772151
15000004615000000000UMI1000000016,상수원보호구역,전라남도,순천시,0000,0000,35.0115844,127.2401367
15000004615000000000UMI1000000022,상수원보호구역,전라남도,순천시,0000,0000,34.9801328,127.2253197
15000004615000000000UMI1000000099,상수원보호구역,전라남도,순천시,0000,0000,34.9435507,127.4491415
15000004615000000000UMI1000000052,상수원보호구역,전라남도,순천시,0000,0000,34.9437673,127.4362228
15000004615000000000UMI1000000058,상수원보호구역,전라남도,순천시,0000,0000,34.9425162,127.4398912
15000004615000000000UMI1000000054,상수원보호구역,전라남도,순천시,0000,0000,34.9418255,127.4403445
15000004615020070001UMI1000001028,상수원보호구역,전라남도,순천시,2007,0001,34.9426249,127.421286
15000004615000000000UMI1000000029,상수원보호구역,전라남도,순천시,0000,0000,34.9489658,127.4183625
15000004615020070001UMI1000001030,상수원보호구역,전라남도,순천시,2007,0001,34.9596506,127.4217887
15000004615020070001UMI1000001033,상수원보호구역,전라남도,순천시,2007,0001,35.0492071,127.2117489
15000004615000000000UMI1000000008,상수원보호구역,전라남도,순천시,0000,0000,34.9895419,127.3657201
15000004615020070001UMI1000001031,상수원보호구역,전라남도,순천시,2007,0001,35.0408286,127.2509753
48200004615020080012UMI1000001001,상수원보호구역,전라남도,순천시,2008,0012,34.9727299,127.4376714
15000004615000000000UMI1000000090,상수원보호구역,전라남도,순천시,0000,0000,34.944625,127.4355662
15000004615000000000UMI1000000068,상수원보호구역,전라남도,순천시,0000,0000,34.9453366,127.4344916
15000004615020070001UMI1000001032,상수원보호구역,전라남도,순천시,2007,0001,35.0160087,127.2335562
15000004615000000000UMI1000000014,상수원보호구역,전라남도,순천시,0000,0000,35.0314941,127.2464512
15000004615000000000UMI1000000013,상수원보호구역,전라남도,순천시,0000,0000,35.0632178,127.2368188
15000004615000000000UMI1000000012,상수원보호구역,전라남도,순천시,0000,0000,35.0521456,127.2352645
15000004615000000000UMI1000000011,상수원보호구역,전라남도,순천시,0000,0000,35.0618585,127.2399808
15000004615000000000UMI1000000015,상수원보호구역,전라남도,순천시,0000,0000,35.0177336,127.257899
15000004615000000000UMI1000000017,상수원보호구역,전라남도,순천시,0000,0000,35.0220086,127.2444112
15000004615000000000UMI1000000019,상수원보호구역,전라남도,순천시,0000,0000,35.0078736,127.2226114
15000004615000000000UMI1000000006,상수원보호구역,전라남도,순천시,0000,0000,35.0041896,127.3769014
15000004615000000000UMI1000000020,상수원보호구역,전라남도,순천시,0000,0000,34.9801652,127.2009192
15000004615000000000UMI1000000021,상수원보호구역,전라남도,순천시,0000,0000,34.9971809,127.2274115
15000004615000000000UMI1000000023,상수원보호구역,전라남도,순천시,0000,0000,34.9800262,127.2498173
15000004615000000000UMI1000000009,상수원보호구역,전라남도,순천시,0000,0000,34.9825055,127.3718482
15000004615000000000UMI1000000007,상수원보호구역,전라남도,순천시,0000,0000,34.9953671,127.3701544
15000004615000000000UMI1000000018,상수원보호구역,전라남도,순천시,0000,0000,35.0198846,127.2263804
64600004615020100208UMI1000000024,상수원보호구역,전라남도,순천시,2010,0208,34.9839921,127.248834
15000004615020070001UMI1000001002,상수원보호구역,전라남도,순천시,2007,0001,35.054791,127.198858
15000004615020070001UMI1000001001,상수원보호구역,전라남도,순천시,2007,0001,35.062202,127.2344156
15000004615000000000UMI1000000036,상수원보호구역,전라남도,순천시,0000,0000,34.9718996,127.1913778
15000004615020070001UMI1000001027,상수원보호구역,전라남도,순천시,2007,0001,34.9456208,127.4054087
15000004615000000000UMI1000000010,상수원보호구역,전라남도,순천시,0000,0000,34.9740191,127.3732813
15000004615020070001UMI1000001017,상수원보호구역,전라남도,순천시,2007,0001,34.9458332,127.40383
15000004615020070001UMI1000001016,상수원보호구역,전라남도,순천시,2007,0001,34.9439049,127.3974947
15000004615020070001UMI1000001014,상수원보호구역,전라남도,순천시,2007,0001,34.9588345,127.4108559
15000004615020070001UMI1000001013,상수원보호구역,전라남도,순천시,2007,0001,34.9602446,127.4091148
15000004615020070001UMI1000001012,상수원보호구역,전라남도,순천시,2007,0001,34.9603962,127.4057212
15000004615020070001UMI1000001011,상수원보호구역,전라남도,순천시,2007,0001,34.9559194,127.3971605
15000004615020070001UMI1000001010,상수원보호구역,전라남도,순천시,2007,0001,34.9567037,127.3950517
15000004615020070001UMI1000001009,상수원보호구역,전라남도,순천시,2007,0001,35.0330373,127.2549086
15000004615020070001UMI1000001008,상수원보호구역,전라남도,순천시,2007,0001,35.0363489,127.2289431
15000004615020070001UMI1000001007,상수원보호구역,전라남도,순천시,2007,0001,35.0386002,127.2374363
15000004615020070001UMI1000001006,상수원보호구역,전라남도,순천시,2007,0001,35.0505932,127.2058644
15000004615020070001UMI1000001005,상수원보호구역,전라남도,순천시,2007,0001,35.0560185,127.21107
15000004615020070001UMI1000001004,상수원보호구역,전라남도,순천시,2007,0001,35.0520871,127.202361
15000004615020070001UMI1000001003,상수원보호구역,전라남도,순천시,2007,0001,35.0523892,127.2026452
15000004615000000000UMI1000000025,상수원보호구역,전라남도,순천시,0000,0000,34.9741081,127.2615087
15000004615000000000UMI1000000031,상수원보호구역,전라남도,순천시,0000,0000,34.9640207,127.3990161
15000004615000000000UMI1000000032,상수원보호구역,전라남도,순천시,0000,0000,34.9523514,127.3914696
15000004615020070001UMI1000001026,상수원보호구역,전라남도,순천시,2007,0001,34.9589116,127.4152264
15000004615020070001UMI1000001025,상수원보호구역,전라남도,순천시,2007,0001,34.9599193,127.4125816
15000004615020070001UMI1000001024,상수원보호구역,전라남도,순천시,2007,0001,34.963995,127.4229555
15000004615020070001UMI1000001023,상수원보호구역,전라남도,순천시,2007,0001,34.9601962,127.4091432
15000004615020070001UMI1000001022,상수원보호구역,전라남도,순천시,2007,0001,34.9623196,127.4167094
15000004615020070001UMI1000001021,상수원보호구역,전라남도,순천시,2007,0001,34.9045344,127.2339851
15000004615020070001UMI1000001019,상수원보호구역,전라남도,순천시,2007,0001,34.9563424,127.4216739
15000004615020070001UMI1000001018,상수원보호구역,전라남도,순천시,2007,0001,34.9558596,127.4189405
15000004691000000000UMI1000000007,상수원보호구역,전라남도,신안군,0000,0000,34.6869455,125.4254948
15000004691000000000UMI1000000006,상수원보호구역,전라남도,신안군,0000,0000,34.6902856,125.4203055
15000004691000000000UMI1000000005,상수원보호구역,전라남도,신안군,0000,0000,34.6990882,125.9830388
15000004691000000000UMI1000000004,상수원보호구역,전라남도,신안군,0000,0000,35.0095777,126.1347717
14800004691020110001UMI9990001001,상수원보호기타,전라남도,신안군,2011,0001,34.8771823,126.0619159
15000004613000000000UMI1000000002,상수원보호구역,전라남도,여수시,0000,0000,34.7796855,127.7134779
14800004613020110001UMI9990001001,상수원보호기타,전라남도,여수시,2011,0001,34.0179148,127.3040166
14800004613020160213UMI9990001001,상수원보호기타,전라남도,여수시,2016,0213,34.5383091,127.7433567
15000004687000000000UMI1000000001,상수원보호구역,전라남도,영광군,0000,0000,35.3370952,126.4146004
15000004687000000000UMI1000000009,상수원보호구역,전라남도,영광군,0000,0000,35.2451737,126.5737704
15000004687000000000UMI1000000004,상수원보호구역,전라남도,영광군,0000,0000,35.3224588,126.3947835
15000004687000000000UMI1000000015,상수원보호구역,전라남도,영광군,0000,0000,35.1821899,126.3987408
15000004687000000000UMI1000000010,상수원보호구역,전라남도,영광군,0000,0000,35.2229669,126.5840459
15000004687000000000UMI9990000005,상수원보호기타,전라남도,영광군,0000,0000,35.3280252,126.3934542
15000004687000000000UMI9990000003,상수원보호기타,전라남도,영광군,0000,0000,35.3366056,126.4164371
15000004687000000000UMI9990000002,상수원보호기타,전라남도,영광군,0000,0000,35.3442725,126.4202904
15000004687000000000UMI9990000014,상수원보호기타,전라남도,영광군,0000,0000,35.1866215,126.3924766
15000004687000000000UMI9990000011,상수원보호기타,전라남도,영광군,0000,0000,35.2147098,126.5806034
15000004683000000000UMI1000000003,상수원보호구역,전라남도,영암군,0000,0000,34.7265769,126.646747
15000004683020092112UMI1000000001,상수원보호구역,전라남도,영암군,2009,2112,34.6856692,126.6330832
15000004683000000000UMI1000000002,상수원보호구역,전라남도,영암군,0000,0000,34.7713506,126.6811032
15000004683020060001UMI1000001001,상수원보호구역,전라남도,영암군,2006,0001,34.8577791,126.7057557
14800004689020110000UMI9990000005,상수원보호기타,전라남도,완도군,2011,0000,34.3598392,127.0380911
64600004688020070550UMI1000001001,상수원보호구역,전라남도,장성군,2007,0550,35.2949611,126.6750198
49800004688020060001UMI1000001001,상수원보호구역,전라남도,장성군,2006,0001,35.3153999,126.8317665
15000004680000000000UMI1000000001,상수원보호구역,전라남도,장흥군,0000,0000,34.763084,126.8686455
14800004690020080002UMI1000001001,상수원보호구역,전라남도,진도군,2008,0002,34.4434495,126.3011595
