mnum,name,sido,sigg,dyear,dnum,lat,lng
53100004817020040000UMI1000001149,상수원보호구역,경상남도,진주시,2004,0000,35.2415162,127.9877586
53100004817020041058UMI1000001001,상수원보호구역,경상남도,진주시,2004,1058,35.22375,127.9639271
53100004817020040775UMI1000001001,상수원보호구역,경상남도,진주시,2004,0775,35.2456001,127.9428233
53100004817020040934UMI1000001001,상수원보호구역,경상남도,진주시,2004,0934,35.1598348,127.9641638
53100004817020040000UMI1000001252,상수원보호구역,경상남도,진주시,2004,0000,35.2019503,127.9940657
53100004817020040184UMI1000001001,상수원보호구역,경상남도,진주시,2004,0184,35.1731295,127.986229
53100004817020040244UMI1000001001,상수원보호구역,경상남도,진주시,2004,0244,35.173801,127.9701049
53100004817020040647UMI1000001001,상수원보호구역,경상남도,진주시,2004,0647,35.2377652,127.9890456
53100004817020040563UMI1000001001,상수원보호구역,경상남도,진주시,2004,0563,35.2419279,127.9971399
53100004817020040000UMI1000001041,상수원보호구역,경상남도,진주시,2004,0000,35.2568664,127.9815237
53100004817020040000UMI1000001092,상수원보호구역,경상남도,진주시,2004,0000,35.2452011,127.9820413
53100004817020060018UMI1000001001,상수원보호구역,경상남도,진주시,2006,0018,35.1882198,127.9672096
53100004817020040767UMI1000001001,상수원보호구역,경상남도,진주시,2004,0767,35.2386668,127.9446924
53100004817020040000UMI1000001053,상수원보호구역,경상남도,진주시,2004,0000,35.2530875,127.9859726
53100004817020040541UMI1000001001,상수원보호구역,경상남도,진주시,2004,0541,35.2501644,127.9814848
53100004817020040829UMI1000001001,상수원보호구역,경상남도,진주시,2004,0829,35.1682933,128.0109357
53100004817020040000UMI1000001164,상수원보호구역,경상남도,진주시,2004,0000,35.2307469,127.9436398
53100004817020040885UMI1000001001,상수원보호구역,경상남도,진주시,2004,0885,35.2124171,128.0094819
53100004817020040741UMI1000001001,상수원보호구역,경상남도,진주시,2004,0741,35.1500436,128.0306296
53100004817020040531UMI1000001001,상수원보호구역,경상남도,진주시,2004,0531,35.2496275,127.9809359
53100004817020040000UMI1000001151,상수원보호구역,경상남도,진주시,2004,0000,35.2378284,127.98715
53100004817020040877UMI1000001001,상수원보호구역,경상남도,진주시,2004,0877,35.201139,128.0133278
53100004817020040259UMI1000001001,상수원보호구역,경상남도,진주시,2004,0259,35.1728416,128.0217302
53100004817020040481UMI1000001001,상수원보호구역,경상남도,진주시,2004,0481,35.1635294,127.9990432
53100004817020041190UMI1000001001,상수원보호구역,경상남도,진주시,2004,1190,35.201642,127.9585614
53100004817020040174UMI1000001001,상수원보호구역,경상남도,진주시,2004,0174,35.1731653,127.9862026
53100004817020040891UMI1000001001,상수원보호구역,경상남도,진주시,2004,0891,35.1596545,127.9921068
53100004817020040000UMI1000001158,상수원보호구역,경상남도,진주시,2004,0000,35.2397185,127.9972248
53100004817020041043UMI1000001001,상수원보호구역,경상남도,진주시,2004,1043,35.2309652,127.9809261
53100004817020040000UMI1000001135,상수원보호구역,경상남도,진주시,2004,0000,35.2400361,127.9948876
53100004817020040001UMI1000001001,상수원보호구역,경상남도,진주시,2004,0001,35.1598417,127.9892729
53100004817020041024UMI1000001001,상수원보호구역,경상남도,진주시,2004,1024,35.2457418,127.9650264
53100004817020040291UMI1000001001,상수원보호구역,경상남도,진주시,2004,0291,35.1536129,128.0171663
53100004817020041052UMI1000001001,상수원보호구역,경상남도,진주시,2004,1052,35.2292332,127.963969
53100004817020040146UMI1000001001,상수원보호구역,경상남도,진주시,2004,0146,35.1689226,127.9731968
53100004817020040428UMI1000001001,상수원보호구역,경상남도,진주시,2004,0428,35.1697394,128.0399187
53100004817020040735UMI1000001001,상수원보호구역,경상남도,진주시,2004,0735,35.2388007,127.9938575
53100004817020040247UMI1000001001,상수원보호구역,경상남도,진주시,2004,0247,35.183397,127.978616
53100004817020040000UMI1000001253,상수원보호구역,경상남도,진주시,2004,0000,35.2016649,128.0087219
53100004817020041055UMI1000001001,상수원보호구역,경상남도,진주시,2004,1055,35.2256892,127.9638003
53100004817020041002UMI1000001001,상수원보호구역,경상남도,진주시,2004,1002,35.2323443,127.9717605
53100004817020040918UMI1000001001,상수원보호구역,경상남도,진주시,2004,0918,35.2543483,127.9854781
53100004817020040581UMI1000001001,상수원보호구역,경상남도,진주시,2004,0581,35.2483447,127.9837356
53100004817020040646UMI1000001001,상수원보호구역,경상남도,진주시,2004,0646,35.2399558,127.9914988
53100004817020040334UMI1000001001,상수원보호구역,경상남도,진주시,2004,0334,35.1610175,128.0083294
53100004817020041051UMI1000001001,상수원보호구역,경상남도,진주시,2004,1051,35.2210271,127.9442242
53100004817020041170UMI1000001001,상수원보호구역,경상남도,진주시,2004,1170,35.2388522,127.9933513
53100004817020040839UMI1000001001,상수원보호구역,경상남도,진주시,2004,0839,35.1541936,128.0191709
53100004817020040679UMI1000001001,상수원보호구역,경상남도,진주시,2004,0679,35.1881938,128.0148269
53100004817020040372UMI1000001001,상수원보호구역,경상남도,진주시,2004,0372,35.1686076,128.0145865
53100004817020040546UMI1000001001,상수원보호구역,경상남도,진주시,2004,0546,35.2569486,127.9808392
53100004817020040993UMI1000001001,상수원보호구역,경상남도,진주시,2004,0993,35.2342555,127.981233
53100004817020040971UMI1000001001,상수원보호구역,경상남도,진주시,2004,0971,35.1630411,127.9880169
53100004817020041042UMI1000001001,상수원보호구역,경상남도,진주시,2004,1042,35.2310083,127.9791716
53100004817020040000UMI1000001022,상수원보호구역,경상남도,진주시,2004,0000,35.2594545,127.9874122
53100004817020040000UMI1000001019,상수원보호구역,경상남도,진주시,2004,0000,35.2599666,127.9868598
53100004817020040979UMI1000001001,상수원보호구역,경상남도,진주시,2004,0979,35.1980031,127.9929087
53100004817020041016UMI1000001001,상수원보호구역,경상남도,진주시,2004,1016,35.2377479,127.9509186
53100004817020040081UMI1000001001,상수원보호구역,경상남도,진주시,2004,0081,35.199021,127.9667166
53100004817020040535UMI1000001001,상수원보호구역,경상남도,진주시,2004,0535,35.2491972,127.9807514
53100004817020040678UMI1000001001,상수원보호구역,경상남도,진주시,2004,0678,35.1900457,128.008704
53100004817020040000UMI1000001297,상수원보호구역,경상남도,진주시,2004,0000,35.1869512,127.9626558
53100004817020060010UMI1000001001,상수원보호구역,경상남도,진주시,2006,0010,35.1902626,128.0206399
53100004817020040710UMI1000001001,상수원보호구역,경상남도,진주시,2004,0710,35.1448995,128.019212
53100004817020040653UMI1000001001,상수원보호구역,경상남도,진주시,2004,0653,35.1995751,128.0129697
53100004817020040000UMI1000001077,상수원보호구역,경상남도,진주시,2004,0000,35.2568456,127.9941553
53100004817020040740UMI1000001001,상수원보호구역,경상남도,진주시,2004,0740,35.1516544,128.0176413
53100004817020040002UMI1000001002,상수원보호구역,경상남도,진주시,2004,0002,35.1628816,128.038639
53100004817020040094UMI1000001001,상수원보호구역,경상남도,진주시,2004,0094,35.1683407,127.9727908
53100004817020040618UMI1000001001,상수원보호구역,경상남도,진주시,2004,0618,35.2418468,127.9855877
53100004817020040273UMI1000001001,상수원보호구역,경상남도,진주시,2004,0273,35.1683739,128.0160823
53100004817020041171UMI1000001001,상수원보호구역,경상남도,진주시,2004,1171,35.2366166,127.9965177
53100004817020040152UMI1000001001,상수원보호구역,경상남도,진주시,2004,0152,35.1748876,127.9851482
53100004817020040425UMI1000001001,상수원보호구역,경상남도,진주시,2004,0425,35.1696573,128.0391125
53100004817020040511UMI1000001001,상수원보호구역,경상남도,진주시,2004,0511,35.161743,128.0025554
53100004817020040000UMI1000001352,상수원보호구역,경상남도,진주시,2004,0000,35.1546534,128.0324387
53100004817020041094UMI1000001001,상수원보호구역,경상남도,진주시,2004,1094,35.2062895,127.9722181
53100004817020040698UMI1000001001,상수원보호구역,경상남도,진주시,2004,0698,35.1856605,128.0020734
53100004817020040703UMI1000001001,상수원보호구역,경상남도,진주시,2004,0703,35.1503295,128.0197039
53100004817020040000UMI1000001310,상수원보호구역,경상남도,진주시,2004,0000,35.1723555,127.9906494
15000004817000000000UMI1000000215,상수원보호구역,경상남도,진주시,0000,0000,35.1698986,128.0151307
53100004817020040688UMI1000001001,상수원보호구역,경상남도,진주시,2004,0688,35.1995525,128.0114842
53100004817020040000UMI1000001029,상수원보호구역,경상남도,진주시,2004,0000,35.2518145,127.9821773
53100004817020041072UMI1000001001,상수원보호구역,경상남도,진주시,2004,1072,35.2176987,127.9687511
53100004817020040000UMI1000001262,상수원보호구역,경상남도,진주시,2004,0000,35.196413,127.9948081
53100004817020040368UMI1000001001,상수원보호구역,경상남도,진주시,2004,0368,35.1706192,128.021531
53100004817020040305UMI1000001001,상수원보호구역,경상남도,진주시,2004,0305,35.1545045,128.016265
53100004817020040000UMI1000001268,상수원보호구역,경상남도,진주시,2004,0000,35.1961865,127.9969132
53100004817020040883UMI1000001001,상수원보호구역,경상남도,진주시,2004,0883,35.2109818,128.008353
53100004817019840000UMI1000001281,상수원보호구역,경상남도,진주시,1984,0000,35.1937618,127.9724339
53100004817020041086UMI1000001001,상수원보호구역,경상남도,진주시,2004,1086,35.2094613,127.9683534
53100004817020040713UMI1000001001,상수원보호구역,경상남도,진주시,2004,0713,35.150033,128.0255032
53900004817020040001UMI1000001210,상수원보호구역,경상남도,진주시,2004,0001,35.2232541,127.9814625
53100004817020040015UMI1000001001,상수원보호구역,경상남도,진주시,2004,0015,35.1602132,127.9754464
53100004817020040585UMI1000001001,상수원보호구역,경상남도,진주시,2004,0585,35.2304617,127.9558819
53100004817020040896UMI1000001001,상수원보호구역,경상남도,진주시,2004,0896,35.1588614,127.9884224
53100004817020040000UMI1000001309,상수원보호구역,경상남도,진주시,2004,0000,35.1728655,127.9839518
53100004817020040000UMI1000001195,상수원보호구역,경상남도,진주시,2004,0000,35.2318618,127.9770042
53100004817020040702UMI1000001001,상수원보호구역,경상남도,진주시,2004,0702,35.1488152,128.0198431
53100004817020040000UMI1000001163,상수원보호구역,경상남도,진주시,2004,0000,35.2358397,127.9454474
53100004817020041201UMI1000001001,상수원보호구역,경상남도,진주시,2004,1201,35.1972071,128.0105543
53100004817020040000UMI1000001055,상수원보호구역,경상남도,진주시,2004,0000,35.2543618,127.9871789
53100004817020040959UMI1000001001,상수원보호구역,경상남도,진주시,2004,0959,35.162541,127.9881966
53100004817020040000UMI1000001032,상수원보호구역,경상남도,진주시,2004,0000,35.2522332,127.9836258
15000004817000000000UMI1000000216,상수원보호구역,경상남도,진주시,0000,0000,35.166631,128.0190635
15000004817000000000UMI1000000141,상수원보호구역,경상남도,진주시,0000,0000,35.1897388,128.004786
53100004817020040013UMI1000001001,상수원보호구역,경상남도,진주시,2004,0013,35.1575186,127.9678285
53100004817020041050UMI1000001001,상수원보호구역,경상남도,진주시,2004,1050,35.2209946,127.9427482
53100004817020040078UMI1000001001,상수원보호구역,경상남도,진주시,2004,0078,35.1970244,127.9655913
53100004817020040000UMI1000001194,상수원보호구역,경상남도,진주시,2004,0000,35.2314482,127.9754309
53100004817020041232UMI1000001001,상수원보호구역,경상남도,진주시,2004,1232,35.2316245,127.9818445
53100004817020040464UMI1000001001,상수원보호구역,경상남도,진주시,2004,0464,35.1598256,127.9939285
53100004817020040577UMI1000001001,상수원보호구역,경상남도,진주시,2004,0577,35.2490375,127.9796813
53100004817020040000UMI1000001147,상수원보호구역,경상남도,진주시,2004,0000,35.2410429,127.9898081
53100004817020040000UMI1000001031,상수원보호구역,경상남도,진주시,2004,0000,35.2543389,127.9814695
53100004817020040000UMI1000001033,상수원보호구역,경상남도,진주시,2004,0000,35.2534433,127.9829619
53100004817020041145UMI1000001001,상수원보호구역,경상남도,진주시,2004,1145,35.1636044,128.0330583
53100004817020040183UMI1000001001,상수원보호구역,경상남도,진주시,2004,0183,35.1839537,127.9855026
53100004817020040396UMI1000001001,상수원보호구역,경상남도,진주시,2004,0396,35.1704939,128.0379408
53100004817020040304UMI1000001001,상수원보호구역,경상남도,진주시,2004,0304,35.1541254,128.0159902
53100004817020040260UMI1000001001,상수원보호구역,경상남도,진주시,2004,0260,35.1711743,128.0092238
53100004817020040000UMI1000001276,상수원보호구역,경상남도,진주시,2004,0000,35.1869232,127.9690289
53100004817020040755UMI1000001001,상수원보호구역,경상남도,진주시,2004,0755,35.1605797,127.9898818
53100004817020040433UMI1000001002,상수원보호구역,경상남도,진주시,2004,0433,35.1782687,128.0308485
53100004817020041121UMI1000001002,상수원보호구역,경상남도,진주시,2004,1121,35.1767358,128.0345481
53100004817020041116UMI1000001002,상수원보호구역,경상남도,진주시,2004,1116,35.1746379,128.0354561
53100004817020041122UMI1000001002,상수원보호구역,경상남도,진주시,2004,1122,35.1745513,128.0363835
53100004817020240044UMI1000001001,상수원보호구역,경상남도,진주시,2024,0044,35.1761837,128.0340568
53100004817020040233UMI1000001001,상수원보호구역,경상남도,진주시,2004,0233,35.1808302,127.9755925
53100004817020040000UMI1000001035,상수원보호구역,경상남도,진주시,2004,0000,35.2545817,127.979933
53100004817020040557UMI1000001001,상수원보호구역,경상남도,진주시,2004,0557,35.241067,127.9934753
53100004817020040845UMI1000001001,상수원보호구역,경상남도,진주시,2004,0845,35.1734448,127.9727614
53100004817020041110UMI1000001001,상수원보호구역,경상남도,진주시,2004,1110,35.1742194,127.9908194
53100004817020040000UMI1000001171,상수원보호구역,경상남도,진주시,2004,0000,35.2433457,127.9849274
53100004817020040113UMI1000001001,상수원보호구역,경상남도,진주시,2004,0113,35.1732422,127.9719307
15000004817000000000UMI1000000081,상수원보호구역,경상남도,진주시,0000,0000,35.2044947,127.9679826
53100004817020040310UMI1000001001,상수원보호구역,경상남도,진주시,2004,0310,35.1560463,128.0193756
53100004817020040624UMI1000001001,상수원보호구역,경상남도,진주시,2004,0624,35.2379631,127.9889728
53100004817020040370UMI1000001001,상수원보호구역,경상남도,진주시,2004,0370,35.1689735,128.005555
53100004817020040000UMI1000001150,상수원보호구역,경상남도,진주시,2004,0000,35.2404222,127.987465
53100004817020041202UMI1000001001,상수원보호구역,경상남도,진주시,2004,1202,35.1880312,127.997602
53100004817020040412UMI1000001001,상수원보호구역,경상남도,진주시,2004,0412,35.1688425,128.0376308
53100004817020040828UMI1000001001,상수원보호구역,경상남도,진주시,2004,0828,35.1688432,128.0097626
53100004817020040966UMI1000001001,상수원보호구역,경상남도,진주시,2004,0966,35.1592461,127.9878852
53100004817020040859UMI1000001001,상수원보호구역,경상남도,진주시,2004,0859,35.1801311,127.9749856
53100004817020041091UMI1000001001,상수원보호구역,경상남도,진주시,2004,1091,35.2111042,127.9852596
53100004817020040051UMI1000001001,상수원보호구역,경상남도,진주시,2004,0051,35.1976383,127.9810292
53100004817020040981UMI1000001001,상수원보호구역,경상남도,진주시,2004,0981,35.173167,128.0382756
53100004817020040000UMI1000001026,상수원보호구역,경상남도,진주시,2004,0000,35.2594596,127.985407
53100004817020040744UMI1000001001,상수원보호구역,경상남도,진주시,2004,0744,35.1530367,128.0012183
53100004817020040650UMI1000001001,상수원보호구역,경상남도,진주시,2004,0650,35.2635634,127.9916294
53100004817020040677UMI1000001001,상수원보호구역,경상남도,진주시,2004,0677,35.1945913,128.0136468
53100004817020040411UMI1000001001,상수원보호구역,경상남도,진주시,2004,0411,35.1696675,128.0418308
53100004817020040270UMI1000001001,상수원보호구역,경상남도,진주시,2004,0270,35.1708727,128.0159736
53100004817020040436UMI1000001002,상수원보호구역,경상남도,진주시,2004,0436,35.1769444,128.0322822
53100004817020040224UMI1000001001,상수원보호구역,경상남도,진주시,2004,0224,35.1737588,127.9706554
53100004817020040418UMI1000001001,상수원보호구역,경상남도,진주시,2004,0418,35.1686329,128.036239
53100004817020041083UMI1000001001,상수원보호구역,경상남도,진주시,2004,1083,35.2105943,127.9638928
53100004817020040863UMI1000001001,상수원보호구역,경상남도,진주시,2004,0863,35.1846367,127.9821308
53100004817019840000UMI1000001306,상수원보호구역,경상남도,진주시,1984,0000,35.1781156,128.0106017
53100004817020040185UMI1000001001,상수원보호구역,경상남도,진주시,2004,0185,35.184952,127.9830684
53100004817020040589UMI1000001001,상수원보호구역,경상남도,진주시,2004,0589,35.2585245,127.98497
53100004817020040547UMI1000001001,상수원보호구역,경상남도,진주시,2004,0547,35.255986,127.9825431
53100004817020040799UMI1000001001,상수원보호구역,경상남도,진주시,2004,0799,35.2027471,127.9725693
53100004817020041041UMI1000001001,상수원보호구역,경상남도,진주시,2004,1041,35.2370697,127.9808053
53100004817020040373UMI1000001001,상수원보호구역,경상남도,진주시,2004,0373,35.1703031,128.0129346
53100004817020040990UMI1000001001,상수원보호구역,경상남도,진주시,2004,0990,35.2305034,127.9812428
53100004817020040413UMI1000001001,상수원보호구역,경상남도,진주시,2004,0413,35.1693245,128.0385452
53100004817020040000UMI1000001064,상수원보호구역,경상남도,진주시,2004,0000,35.255849,127.9923455
53100004817020040405UMI1000001001,상수원보호구역,경상남도,진주시,2004,0405,35.167841,128.0351371
53100004817020040221UMI1000001001,상수원보호구역,경상남도,진주시,2004,0221,35.1796731,127.9682706
53100004817020041098UMI1000001001,상수원보호구역,경상남도,진주시,2004,1098,35.2029497,127.9804313
53100004817020040379UMI1000001001,상수원보호구역,경상남도,진주시,2004,0379,35.169736,128.0151198
53100004817020040940UMI1000001001,상수원보호구역,경상남도,진주시,2004,0940,35.1571642,127.9633758
53100004817020040802UMI1000001001,상수원보호구역,경상남도,진주시,2004,0802,35.2039401,127.9743466
53100004817020040897UMI1000001001,상수원보호구역,경상남도,진주시,2004,0897,35.1585415,127.9883003
53100004817020040473UMI1000001001,상수원보호구역,경상남도,진주시,2004,0473,35.1647624,127.9921969
53100004817020040611UMI1000001001,상수원보호구역,경상남도,진주시,2004,0611,35.2540056,127.9888197
53100004817020040343UMI1000001001,상수원보호구역,경상남도,진주시,2004,0343,35.1676545,128.0117491
53100004817020041045UMI1000001001,상수원보호구역,경상남도,진주시,2004,1045,35.2347414,127.9871278
53100004817019840000UMI1000001296,상수원보호구역,경상남도,진주시,1984,0000,35.1889032,128.0225162
53100004817020040875UMI1000001001,상수원보호구역,경상남도,진주시,2004,0875,35.1719799,127.9774956
53100004817020040852UMI1000001001,상수원보호구역,경상남도,진주시,2004,0852,35.1737524,127.990663
53100004817020040000UMI1000001089,상수원보호구역,경상남도,진주시,2004,0000,35.2454929,127.980244
53100004817020040661UMI1000001001,상수원보호구역,경상남도,진주시,2004,0661,35.1831604,128.0038567
53100004817020041161UMI1000001001,상수원보호구역,경상남도,진주시,2004,1161,35.2293869,127.9627655
53100004817020040985UMI1000001001,상수원보호구역,경상남도,진주시,2004,0985,35.2314702,127.9826377
53100004817020040963UMI1000001001,상수원보호구역,경상남도,진주시,2004,0963,35.1610713,127.9890007
53100004817020040000UMI1000001117,상수원보호구역,경상남도,진주시,2004,0000,35.2463162,127.9931133
53100004817020040886UMI1000001001,상수원보호구역,경상남도,진주시,2004,0886,35.2009898,128.0135164
53100004817020040322UMI1000001001,상수원보호구역,경상남도,진주시,2004,0322,35.1540873,128.0161574
53100004817020040655UMI1000001001,상수원보호구역,경상남도,진주시,2004,0655,35.2006571,127.987071
53100004817020040067UMI1000001001,상수원보호구역,경상남도,진주시,2004,0067,35.1962373,127.9737317
53100004817020040469UMI1000001001,상수원보호구역,경상남도,진주시,2004,0469,35.1616699,127.993343
53100004817020040350UMI1000001001,상수원보호구역,경상남도,진주시,2004,0350,35.1701933,128.014272
53100004817020041124UMI1000001001,상수원보호구역,경상남도,진주시,2004,1124,35.170535,127.9661521
53100004817020040444UMI1000001001,상수원보호구역,경상남도,진주시,2004,0444,35.2074125,128.0219944
53100004817020040784UMI1000001001,상수원보호구역,경상남도,진주시,2004,0784,35.203391,127.9698726
53100004817020041075UMI1000001001,상수원보호구역,경상남도,진주시,2004,1075,35.2188106,127.9707227
53100004817020041172UMI1000001001,상수원보호구역,경상남도,진주시,2004,1172,35.231609,127.9954992
53100004817020040207UMI1000001001,상수원보호구역,경상남도,진주시,2004,0207,35.1831842,127.9787629
53100004817020040936UMI1000001001,상수원보호구역,경상남도,진주시,2004,0936,35.160329,127.9653957
53100004817020040218UMI1000001001,상수원보호구역,경상남도,진주시,2004,0218,35.1733864,127.9741508
53100004817020040000UMI1000001108,상수원보호구역,경상남도,진주시,2004,0000,35.2514481,127.9820697
53100004817020040988UMI1000001001,상수원보호구역,경상남도,진주시,2004,0988,35.2311095,127.9813202
53100004817020040398UMI1000001001,상수원보호구역,경상남도,진주시,2004,0398,35.1709148,128.0337935
53100004817020040180UMI1000001001,상수원보호구역,경상남도,진주시,2004,0180,35.1728009,127.9822444
53100004817020040622UMI1000001001,상수원보호구역,경상남도,진주시,2004,0622,35.238394,127.9897239
53100004817020040285UMI1000001001,상수원보호구역,경상남도,진주시,2004,0285,35.1584076,128.0217649
53100004817020040397UMI1000001001,상수원보호구역,경상남도,진주시,2004,0397,35.1704961,128.0377686
53100004817020040470UMI1000001001,상수원보호구역,경상남도,진주시,2004,0470,35.1626642,127.9926535
53100004817020040420UMI1000001001,상수원보호구역,경상남도,진주시,2004,0420,35.1712391,128.0341552
53100004817020040000UMI1000001100,상수원보호구역,경상남도,진주시,2004,0000,35.2476706,127.9835111
53100004817020040458UMI1000001001,상수원보호구역,경상남도,진주시,2004,0458,35.1578041,127.9858183
53100004817020040768UMI1000001001,상수원보호구역,경상남도,진주시,2004,0768,35.2422494,127.9454903
53100004817020041159UMI1000001001,상수원보호구역,경상남도,진주시,2004,1159,35.1661361,128.0107048
53100004817020040967UMI1000001001,상수원보호구역,경상남도,진주시,2004,0967,35.1589157,127.9874375
53100004817020040626UMI1000001001,상수원보호구역,경상남도,진주시,2004,0626,35.2432331,128.0060914
53100004817020040448UMI1000001001,상수원보호구역,경상남도,진주시,2004,0448,35.1598841,127.9951795
53100004817020040568UMI1000001001,상수원보호구역,경상남도,진주시,2004,0568,35.2525298,127.9771294
53100004817020040017UMI1000001001,상수원보호구역,경상남도,진주시,2004,0017,35.16054,128.0283714
53100004817020040512UMI1000001001,상수원보호구역,경상남도,진주시,2004,0512,35.1642537,127.9927702
53100004817020040929UMI1000001001,상수원보호구역,경상남도,진주시,2004,0929,35.1635522,127.96443
53100004817020040820UMI1000001001,상수원보호구역,경상남도,진주시,2004,0820,35.1695988,128.0359444
53100004817020040319UMI1000001001,상수원보호구역,경상남도,진주시,2004,0319,35.1554288,128.0161795
53100004817020040000UMI1000001042,상수원보호구역,경상남도,진주시,2004,0000,35.2576214,127.9821557
53100004817020040439UMI1000001001,상수원보호구역,경상남도,진주시,2004,0439,35.172584,128.0367051
53100004817020040129UMI1000001001,상수원보호구역,경상남도,진주시,2004,0129,35.174296,127.984736
53100004817020040596UMI1000001001,상수원보호구역,경상남도,진주시,2004,0596,35.2421218,127.9931208
53100004817020040728UMI1000001001,상수원보호구역,경상남도,진주시,2004,0728,35.2395864,127.9953218
53100004817020040238UMI1000001001,상수원보호구역,경상남도,진주시,2004,0238,35.1715509,127.973194
53100004817020041223UMI1000001001,상수원보호구역,경상남도,진주시,2004,1223,35.2153501,127.9592772
53100004817020040219UMI1000001001,상수원보호구역,경상남도,진주시,2004,0219,35.1668474,127.9742311
53100004817020040090UMI1000001001,상수원보호구역,경상남도,진주시,2004,0090,35.1745117,128.0324037
53100004817020040000UMI1000001196,상수원보호구역,경상남도,진주시,2004,0000,35.2334007,127.9785655
53100004817020041085UMI1000001001,상수원보호구역,경상남도,진주시,2004,1085,35.210979,127.9679943
53100004817020041014UMI1000001001,상수원보호구역,경상남도,진주시,2004,1014,35.2440208,127.9458709
53100004817020040296UMI1000001001,상수원보호구역,경상남도,진주시,2004,0296,35.1536596,128.0185632
53100004817020040772UMI1000001001,상수원보호구역,경상남도,진주시,2004,0772,35.2438801,127.9466773
53100004817020040729UMI1000001001,상수원보호구역,경상남도,진주시,2004,0729,35.2391709,127.9945032
53100004817020040900UMI1000001001,상수원보호구역,경상남도,진주시,2004,0900,35.1593618,127.9891434
53100004817020040000UMI1000001208,상수원보호구역,경상남도,진주시,2004,0000,35.2230402,127.9703633
53100004817020040684UMI1000001001,상수원보호구역,경상남도,진주시,2004,0684,35.1960553,128.0126411
53100004817020040105UMI1000001001,상수원보호구역,경상남도,진주시,2004,0105,35.1715211,127.9709946
53100004817020040540UMI1000001001,상수원보호구역,경상남도,진주시,2004,0540,35.2500601,127.9808106
53100004817020040154UMI1000001001,상수원보호구역,경상남도,진주시,2004,0154,35.1752143,127.9842344
53100004817020040382UMI1000001001,상수원보호구역,경상남도,진주시,2004,0382,35.1701231,128.0194068
53100004817020040705UMI1000001001,상수원보호구역,경상남도,진주시,2004,0705,35.1484747,128.0200231
53100004817020040170UMI1000001001,상수원보호구역,경상남도,진주시,2004,0170,35.1727953,127.9861773
53100004817020040552UMI1000001001,상수원보호구역,경상남도,진주시,2004,0552,35.2495724,127.9776366
53100004817020040309UMI1000001001,상수원보호구역,경상남도,진주시,2004,0309,35.155108,128.0182917
53100004817020040000UMI1000001067,상수원보호구역,경상남도,진주시,2004,0000,35.2563627,127.9928418
53100004817020040620UMI1000001001,상수원보호구역,경상남도,진주시,2004,0620,35.2385046,127.9888524
53100004817020040560UMI1000001001,상수원보호구역,경상남도,진주시,2004,0560,35.2403152,127.9917909
53100004817020040000UMI1000001160,상수원보호구역,경상남도,진주시,2004,0000,35.2403004,127.9952519
53100004817020040736UMI1000001001,상수원보호구역,경상남도,진주시,2004,0736,35.2387794,127.9934663
53100004817020040070UMI1000001001,상수원보호구역,경상남도,진주시,2004,0070,35.1979655,127.9771983
53100004817020040870UMI1000001001,상수원보호구역,경상남도,진주시,2004,0870,35.188468,127.967687
53100004817020040709UMI1000001001,상수원보호구역,경상남도,진주시,2004,0709,35.1504439,128.0264567
53100004817020040314UMI1000001001,상수원보호구역,경상남도,진주시,2004,0314,35.155811,128.0185837
53100004817020040659UMI1000001001,상수원보호구역,경상남도,진주시,2004,0659,35.2003961,128.0127003
53100004817020041168UMI1000001001,상수원보호구역,경상남도,진주시,2004,1168,35.2379814,127.9934776
53100004817020040251UMI1000001001,상수원보호구역,경상남도,진주시,2004,0251,35.1686401,128.0181186
53100004817020040524UMI1000001001,상수원보호구역,경상남도,진주시,2004,0524,35.2462241,127.9822259
53100004817020040823UMI1000001001,상수원보호구역,경상남도,진주시,2004,0823,35.1787163,128.0291364
53100004817020040191UMI1000001001,상수원보호구역,경상남도,진주시,2004,0191,35.1856148,127.9796077
53100004817020040779UMI1000001001,상수원보호구역,경상남도,진주시,2004,0779,35.1612057,128.0302506
53100004817020040976UMI1000001001,상수원보호구역,경상남도,진주시,2004,0976,35.1584377,127.986957
53100004817020040520UMI1000001001,상수원보호구역,경상남도,진주시,2004,0520,35.24424,127.9825142
53100004817020040704UMI1000001001,상수원보호구역,경상남도,진주시,2004,0704,35.1505292,128.0209579
53100004817020041069UMI1000001001,상수원보호구역,경상남도,진주시,2004,1069,35.2181215,127.9683973
53100004817020040804UMI1000001001,상수원보호구역,경상남도,진주시,2004,0804,35.2050401,127.9742846
53100004817020040497UMI1000001001,상수원보호구역,경상남도,진주시,2004,0497,35.1656495,127.9902426
53100004817020040054UMI1000001001,상수원보호구역,경상남도,진주시,2004,0054,35.1975505,127.9751375
53100004817020040569UMI1000001001,상수원보호구역,경상남도,진주시,2004,0569,35.2387258,127.9904912
53100004817020060006UMI1000001001,상수원보호구역,경상남도,진주시,2006,0006,35.1900896,128.0203068
53100004817020040000UMI1000001205,상수원보호구역,경상남도,진주시,2004,0000,35.2228193,127.9619857
53100004817020040995UMI1000001001,상수원보호구역,경상남도,진주시,2004,0995,35.2355321,127.9750856
53100004817020040000UMI1000001227,상수원보호구역,경상남도,진주시,2004,0000,35.2168302,127.9835964
53100004817020040446UMI1000001001,상수원보호구역,경상남도,진주시,2004,0446,35.1592505,127.9982784
